id,Leave_Next_Month
451,0.14253823
453,0.6162562
454,0.31687924
459,0.14791857
461,0.086361356
463,0.016640857
464,0.3360644
465,0.731052
469,0.011196973
475,0.10745988
476,0.42897272
479,0.20216116
480,0.15201758
481,0.4361909
483,0.85422593
485,0.1029955
490,0.5867833
492,0.6940939
493,0.037926096
494,0.58020175
496,0.38169432
497,0.3925644
498,0.32410148
499,0.019613829
502,0.40952483
503,0.022680748
506,0.081162445
508,0.44081828
509,0.50237304
510,0.748476
511,0.0201414
512,0.50019526
513,0.2838727
515,0.19830312
516,0.0389954
518,0.3667602
523,0.03927495
528,0.47068244
530,0.04282374
531,0.023930337
532,0.31814224
533,0.25769964
535,0.13653757
536,0.020231355
539,0.5309338
541,0.39575014
542,0.14909393
545,0.31980506
547,0.011826097
548,0.71361434
552,0.08952296
553,0.45053622
555,0.66773957
556,0.17682905
559,0.91049117
562,0.7183174
564,0.014709459
567,0.06441218
571,0.76365525
573,0.13926493
576,0.25496548
579,0.36650163
580,0.018253261
581,0.08319953
584,0.54733413
585,0.02449629
586,0.72079426
588,0.05817204
590,0.1774649
593,0.07156216
594,0.29567865
595,0.18001716
596,0.11450081
597,0.008881159
603,0.10893109
604,0.02634304
605,0.57721406
606,0.5078826
608,0.69377655
610,0.11100893
616,0.056393232
617,0.43729368
619,0.08279854
620,0.38826856
622,0.24546307
624,0.7092318
627,0.1012078
628,0.013847744
631,0.012412014
633,0.39108783
634,0.9148952
635,0.6465094
636,0.090801425
637,0.05383315
638,0.12487614
639,0.04451891
640,0.015695913
642,0.39614168
645,0.30851132
647,0.25906652
649,0.061960682
650,0.020884562
651,0.018953793
654,0.51800174
655,0.06421579
656,0.37752852
657,0.09217669
659,0.61510754
660,0.5458046
662,0.1406856
663,0.0990483
664,0.27320966
665,0.024410384
666,0.14712813
667,0.013660151
669,0.10203828
671,0.026275476
673,0.24091884
677,0.50578177
678,0.48955232
679,0.10026899
680,0.0876474
682,0.7791479
683,0.36319923
685,0.9131406
688,0.011564345
690,0.013920747
691,0.020764535
692,0.029882
693,0.27591076
696,0.024024231
697,0.28513294
702,0.057318058
703,0.3265275
704,0.34443477
705,0.012352407
708,0.016505567
709,0.2669208
712,0.012490053
713,0.19520687
714,0.034457196
717,0.19300643
722,0.21235204
723,0.011691979
724,0.099500164
726,0.48939648
727,0.2436972
728,0.01632633
729,0.36739224
731,0.12858772
734,0.07554369
735,0.2807112
737,0.02215277
738,0.3345724
741,0.18431336
742,0.8863326
745,0.6452167
749,0.21751611
752,0.01464814
753,0.039282374
755,0.57730114
756,0.022713523
758,0.060101956
759,0.0341427
761,0.18768051
762,0.38806662
766,0.48628485
767,0.17519142
769,0.022888048
772,0.89740056
777,0.755765
778,0.7327295
779,0.2763911
780,0.8126911
784,0.87383765
785,0.614986
786,0.016285129
787,0.4688751
788,0.1380156
792,0.01607266
793,0.7010754
794,0.020630509
795,0.4253732
797,0.542333
798,0.12006413
799,0.023916181
800,0.05797591
802,0.67406064
803,0.0889724
804,0.25783288
807,0.4413012
808,0.3577893
809,0.2992408
813,0.40256548
814,0.01102008
815,0.17988817
818,0.17850533
821,0.013897934
824,0.63650984
825,0.13969262
826,0.019299235
829,0.042327218
830,0.37866274
833,0.017499765
834,0.42470536
836,0.15296797
839,0.009310514
840,0.025076106
841,0.5002144
843,0.014747315
846,0.016251009
847,0.58327806
849,0.060515832
856,0.011598024
857,0.057792787
858,0.37990192
859,0.0124029815
866,0.38027123
867,0.048382185
868,0.4112923
871,0.6836961
872,0.3748572
874,0.31027743
876,0.29013884
878,0.28990522
880,0.022930091
885,0.18326394
887,0.18738896
893,0.03387265
896,0.12224204
900,0.055088878
903,0.02800734
907,0.037751645
911,0.051680148
912,0.019762972
915,0.42033893
917,0.22128077
919,0.026160058
920,0.35511768
921,0.029529095
923,0.36085758
929,0.24418858
930,0.27740708
932,0.032033276
935,0.09954877
936,0.047182787
937,0.33663875
940,0.25450495
941,0.015766459
942,0.044899795
945,0.03983283
946,0.02906312
948,0.010719314
949,0.008548096
951,0.030034276
953,0.28521398
956,0.01146136
958,0.030440794
963,0.69137484
966,0.048988182
970,0.01322831
971,0.14181766
973,0.22164263
977,0.04108933
978,0.034287322
979,0.18341607
980,0.5546159
984,0.02489345
987,0.2037063
992,0.5479652
1003,0.27737078
1004,0.0346871
1006,0.47975543
1008,0.09258225
1010,0.50629324
1012,0.05892958
1013,0.04157398
1014,0.009620263
1015,0.8862455
1016,0.35192117
1017,0.016563356
1019,0.28196263
1020,0.016078686
1022,0.5574841
1023,0.056899074
1024,0.32867768
1025,0.12297288
1026,0.7054084
1028,0.04231406
1032,0.02138215
1035,0.76578814
1036,0.0413084
1041,0.2597316
1042,0.3050355
1043,0.014317267
1045,0.5806627
1047,0.49159542
1049,0.014408512
1050,0.6076331
1051,0.47561866
1052,0.2070739
1055,0.2910555
1060,0.3421624
1061,0.028606152
1063,0.028237097
1064,0.635616
1070,0.8894262
1071,0.23504712
1075,0.047399327
1076,0.7919489
1077,0.54161286
1079,0.055621922
1081,0.012095297
1085,0.4952775
1087,0.4327477
1088,0.028750792
1090,0.047123205
1092,0.014254437
1094,0.017615154
1095,0.2594657
1096,0.25052223
1097,0.7908112
1098,0.008192613
1099,0.41407245
1101,0.5293358
1102,0.42905813
1104,0.028759636
1106,0.5320344
1109,0.021680662
1110,0.3360357
1111,0.017077703
1117,0.013581045
1118,0.5865398
1119,0.032977287
1120,0.1358825
1121,0.058547474
1123,0.39969316
1127,0.07585554
1129,0.43843654
1130,0.18376845
1131,0.15854667
1137,0.44738755
1138,0.20498022
1141,0.056025606
1142,0.34720477
1146,0.048431396
1150,0.43231317
1156,0.6728296
1158,0.6775765
1160,0.021232521
1161,0.017910248
1165,0.35414398
1166,0.011937234
1168,0.425984
1169,0.072222084
1170,0.47373793
1173,0.8505566
1174,0.3730437
1177,0.17033829
1180,0.020298567
1181,0.6347053
1182,0.03490592
1183,0.733902
1185,0.5838551
1188,0.5732497
1192,0.026704233
1194,0.12273066
1195,0.8894582
1197,0.2441894
1203,0.5065152
1204,0.016431939
1206,0.06004246
1207,0.008877437
1208,0.011608731
1209,0.15311126
1212,0.008831318
1213,0.41645318
1215,0.029239476
1216,0.021169284
1218,0.2545373
1219,0.043015163
1222,0.25147367
1223,0.051762093
1224,0.14320971
1227,0.07902952
1229,0.4403419
1230,0.0217073
1232,0.77371407
1234,0.2248742
1236,0.01145225
1238,0.2886379
1239,0.040877774
1240,0.02760646
1241,0.054269504
1245,0.33534524
1246,0.055286203
1247,0.53799057
1248,0.8205039
1250,0.33445415
1253,0.045423955
1256,0.02501607
1260,0.5235798
1262,0.040653072
1264,0.009158071
1265,0.018135099
1269,0.09220909
1277,0.03418278
1278,0.65302545
1282,0.13219912
1285,0.7458741
1289,0.7084393
1290,0.2886128
1291,0.030428886
1292,0.8485293
1293,0.038250506
1294,0.17016773
1297,0.07317884
1298,0.017411515
1302,0.24933074
1303,0.013297121
1305,0.91049117
1306,0.57344985
1312,0.5765696
1314,0.5094336
1315,0.6769149
1316,0.019412354
1317,0.021834875
1318,0.48361936
1320,0.23391554
1321,0.332486
1323,0.75702214
1324,0.58565956
1325,0.3348448
1326,0.008174368
1327,0.08979443
1332,0.4929832
1334,0.34040675
1336,0.7711601
1337,0.04352288
1339,0.3864685
1343,0.51035494
1344,0.11860238
1346,0.28238186
1347,0.11561454
1348,0.57704586
1350,0.083450146
1351,0.841778
1354,0.06775972
1355,0.66216093
1356,0.013522889
1357,0.15512297
1362,0.18852682
1363,0.11330866
1365,0.124185055
1366,0.55431795
1369,0.10569753
1372,0.05319989
1379,0.022073315
1382,0.6589409
1384,0.013871154
1386,0.44795874
1387,0.3727002
1390,0.010416244
1391,0.3653109
1392,0.030581685
1393,0.26617548
1397,0.64292955
1401,0.01991012
1403,0.009334586
1405,0.17626433
1411,0.098542936
1413,0.53690684
1419,0.3724342
1421,0.028611809
1424,0.05835789
1425,0.85101986
1428,0.24624373
1429,0.0096316375
1430,0.053753387
1431,0.73545986
1433,0.02655635
1434,0.85331964
1437,0.015002863
1438,0.38751706
1442,0.018020296
1443,0.06081788
1444,0.024372395
1448,0.6468475
1450,0.033196364
1451,0.096174724
1452,0.028082676
1456,0.6511453
1460,0.701876
1463,0.00803171
1464,0.02594519
1465,0.14377396
1466,0.7731651
1467,0.22280705
1468,0.05091139
1471,0.88439363
1472,0.36770877
1475,0.018443827
1477,0.008992553
1482,0.019079566
1486,0.027876941
1489,0.5702287
1491,0.62815756
1492,0.023616686
1494,0.14641933
1496,0.1742483
1498,0.30726543
1501,0.7700015
1503,0.39950553
1505,0.8878683
1507,0.035154
1509,0.29819185
1512,0.5232272
1514,0.44100228
1516,0.037877306
1523,0.7321511
1525,0.36484215
1535,0.23792097
1538,0.08056025
1539,0.63810086
1541,0.1841768
1542,0.12572525
1543,0.46165588
1546,0.63439035
1547,0.59271073
1548,0.03418009
1549,0.20092821
1551,0.1751576
1553,0.48663595
1555,0.08722984
1556,0.67600703
1557,0.49964964
1560,0.7300936
1562,0.023948422
1563,0.4131808
1568,0.054896403
1569,0.4393146
1570,0.13273261
1573,0.71644646
1577,0.2826286
1578,0.68130505
1579,0.15574309
1580,0.07832662
1581,0.020439994
1584,0.01582864
1585,0.6796396
1587,0.34972432
1588,0.41114616
1589,0.043186132
1590,0.048492715
1592,0.59963286
1593,0.37753198
1595,0.16957904
1596,0.10166474
1599,0.33816928
1604,0.39248306
1605,0.91049117
1606,0.055776138
1610,0.008783205
1611,0.021835359
1616,0.60304093
1617,0.183098
1618,0.048635554
1623,0.21593463
1625,0.08597629
1628,0.28712425
1632,0.0720419
1633,0.36351207
1634,0.009984716
1636,0.023350948
1637,0.017515924
1638,0.85262674
1639,0.22344741
1640,0.09726717
1642,0.019546604
1643,0.3708945
1644,0.10517656
1645,0.17630179
1647,0.2891616
1649,0.6171038
1650,0.8130174
1652,0.040825684
1654,0.029184459
1655,0.35481378
1658,0.5262801
1659,0.054682568
1662,0.22589955
1665,0.28019774
1667,0.27667958
1668,0.7108265
1671,0.36870363
1674,0.043446977
1677,0.2281116
1679,0.54559547
1686,0.27657056
1687,0.012005892
1688,0.37062484
1689,0.3656211
1691,0.045429472
1692,0.3259798
1694,0.0114584705
1695,0.5925168
1697,0.06541396
1698,0.012629426
1700,0.9081689
1706,0.012367059
1707,0.39500287
1708,0.0407842
1709,0.16554025
1711,0.009222393
1712,0.09638225
1713,0.04894065
1715,0.014018527
1716,0.027742017
1718,0.49174437
1719,0.022183737
1720,0.36713186
1722,0.06282482
1723,0.11648758
1724,0.23423773
1728,0.62652177
1729,0.019109653
1730,0.6956982
1731,0.47114125
1733,0.42048886
1735,0.43256676
1737,0.05454805
1739,0.32055774
1740,0.041555334
1741,0.009574269
1742,0.026083188
1743,0.36172548
1744,0.33694202
1752,0.19033472
1753,0.0127572715
1754,0.09721062
1757,0.056825276
1761,0.2192576
1762,0.53298694
1763,0.5570028
1766,0.017426532
1767,0.037723083
1769,0.6354125
1773,0.16325893
1777,0.021359442
1779,0.4365527
1780,0.02334363
1783,0.011145391
1784,0.08859628
1786,0.12350111
1787,0.046827782
1788,0.0126218945
1789,0.11458099
1790,0.21992089
1795,0.07203475
1798,0.022393653
1799,0.018726898
1801,0.11441818
1802,0.6114273
1807,0.63887805
1808,0.5870142
1810,0.7471567
1811,0.0111027295
1815,0.012427648
1819,0.6776781
1821,0.4426647
1823,0.019798951
1828,0.030387532
1830,0.7561072
1837,0.37991658
1839,0.7919489
1840,0.03533435
1844,0.30703053
1846,0.01804104
1848,0.015389774
1851,0.7055929
1855,0.19229864
1856,0.098109104
1857,0.037598636
1858,0.008308605
1859,0.031773113
1860,0.09456171
1863,0.7310438
1870,0.42279002
1872,0.65416855
1873,0.020401515
1874,0.3970447
1878,0.010168112
1881,0.52353853
1882,0.22426294
1883,0.8154826
1884,0.04983232
1892,0.19519742
1894,0.008548096
1895,0.4113995
1896,0.1972158
1899,0.7921137
1903,0.028152654
1908,0.505771
1912,0.3082973
1914,0.017397113
1916,0.36356342
1917,0.017808558
1923,0.3521238
1924,0.008427374
1925,0.26381
1926,0.21894224
1929,0.7152258
1934,0.5679309
1935,0.7295011
1937,0.39077324
1938,0.38215277
1941,0.023165865
1942,0.1577349
1944,0.048662994
1946,0.049879584
1954,0.722869
1957,0.03275691
1958,0.37802652
1959,0.36003298
1963,0.048039727
1966,0.1611775
1969,0.010587358
1970,0.6283596
1971,0.1664217
1973,0.019697811
1974,0.026613291
1975,0.011233544
1977,0.00931376
1978,0.10402469
1979,0.76917255
1984,0.045619737
1985,0.09392316
1986,0.039940137
1987,0.35381082
1988,0.07062761
1989,0.22971119
1990,0.42960468
1993,0.23507977
1995,0.024245124
1996,0.14077833
1997,0.10940809
1999,0.4253353
2000,0.018589599
2007,0.19165586
2008,0.010465194
2009,0.03980672
2012,0.0154202785
2013,0.17141257
2016,0.33815613
2018,0.23866451
2019,0.5610739
2020,0.036550075
2022,0.22236192
2023,0.013744828
2024,0.48980236
2025,0.044685178
2028,0.047911152
2032,0.38751706
2035,0.014529154
2036,0.029179394
2037,0.018905584
2038,0.42551744
2039,0.3603518
2040,0.027257435
2042,0.019422326
2043,0.5742635
2044,0.27784976
2045,0.008075941
2047,0.05590908
2049,0.1077154
2050,0.15782423
2065,0.17117853
2066,0.16154598
2067,0.03447132
2069,0.050574534
2071,0.026257012
2074,0.61985993
2075,0.011943985
2077,0.582852
2078,0.027815694
2079,0.018818893
2080,0.68359077
2082,0.08608419
2084,0.49225083
2088,0.4498364
2090,0.6514764
2091,0.11387012
2092,0.49332204
2094,0.018283872
2097,0.122588955
2099,0.5328111
2101,0.10607308
2102,0.027401278
2103,0.13247335
2104,0.41044703
2109,0.02401268
2110,0.6928223
2112,0.27951002
2116,0.68960613
2120,0.06689923
2121,0.16488014
2124,0.6252478
2125,0.018953793
2126,0.14151993
2127,0.017673904
2131,0.26887983
2133,0.4513793
2136,0.90361553
2137,0.75028473
2138,0.54525155
2140,0.008551843
2141,0.025188312
2142,0.08863785
2143,0.33390087
2148,0.46584484
2150,0.0147517305
2154,0.58817434
2156,0.2264958
2158,0.008551843
2159,0.5057854
2163,0.06329102
2168,0.17979181
2169,0.8241071
2173,0.0785914
2174,0.19407968
2175,0.62487775
2179,0.4037175
2180,0.012450158
2182,0.03293399
2183,0.46946788
2184,0.7867076
2185,0.57832134
2190,0.103502646
2191,0.012996143
2193,0.08079468
2195,0.8858587
2197,0.7893109
2198,0.3982141
2199,0.28707388
2200,0.28806332
2202,0.38674355
2207,0.54728514
2208,0.06631574
2209,0.01595052
2210,0.109290384
2211,0.016788393
2212,0.06031457
2217,0.01727223
2218,0.43840638
2220,0.010801857
2222,0.47409916
2223,0.61148125
2226,0.33663875
2227,0.06250979
2229,0.91049117
2230,0.09291972
2232,0.018057821
2233,0.7512191
2234,0.394454
2239,0.45068243
2240,0.4365087
2241,0.053415142
2244,0.4679602
2246,0.12085622
2250,0.57223624
2251,0.0104180975
2254,0.011724478
2256,0.69985694
2257,0.5190018
2259,0.018219598
2262,0.4979215
2264,0.035753716
2267,0.73959553
2271,0.3779651
2273,0.66011757
2277,0.012183884
2280,0.017845972
2281,0.07419678
2283,0.53239125
2287,0.012236981
2289,0.00968532
2291,0.88513196
2293,0.02292843
2294,0.8825773
2295,0.041384358
2298,0.10708523
2299,0.016078
2303,0.049334917
2305,0.27863792
2306,0.21349809
2308,0.8881216
2309,0.13656446
2311,0.15395445
2312,0.041760415
2318,0.013975402
2320,0.011894229
2321,0.018102348
2324,0.5122174
2325,0.16194871
2327,0.033286236
2330,0.012229351
2331,0.49395445
2332,0.013554063
2334,0.02667256
2335,0.0990035
2336,0.61621946
2338,0.78434724
2340,0.010564934
2341,0.0155573785
2342,0.022890838
2344,0.05500711
2347,0.012780937
2349,0.19565167
2351,0.33800718
2352,0.015158281
2357,0.054549452
2361,0.09820906
2363,0.4439402
2364,0.13770436
2367,0.0119243385
2371,0.529016
2373,0.017624067
2375,0.8650233
2378,0.39359033
2379,0.011694762
2381,0.14597732
2386,0.32095483
2388,0.65743876
2391,0.8112609
2394,0.7722881
2395,0.8515715
2396,0.5679309
2397,0.17548366
2400,0.15087411
2403,0.43139535
2404,0.13047348
2410,0.019004982
2411,0.24200031
2414,0.00959027
2415,0.21530983
2416,0.05856498
2417,0.0131785525
2418,0.012847863
2420,0.034764033
2422,0.013137013
2423,0.507704
2425,0.06297887
2427,0.4100437
2429,0.17427173
2430,0.15843606
2431,0.03634958
2432,0.05430539
2433,0.063416496
2434,0.555076
2435,0.2663443
2437,0.30939636
2438,0.00995513
2440,0.038657863
2443,0.48679438
2444,0.03223726
2452,0.14372014
2454,0.025794545
2455,0.023046372
2457,0.040667806
2459,0.25211427
2461,0.47023576
2463,0.6635021
2467,0.90452856
2472,0.009101364
2473,0.031103164
2474,0.0733055
2480,0.2694076
2481,0.041760415
2482,0.049070466
2483,0.35724843
2484,0.38973543
2485,0.28987598
2487,0.8481153
2488,0.75006175
2489,0.037945718
2490,0.054143794
2492,0.43592492
2495,0.2461089
2496,0.16033672
2497,0.88823515
2498,0.46800548
2500,0.291775
2505,0.7007578
2508,0.013462917
2509,0.08098633
2510,0.40730324
2511,0.077934265
2515,0.48804334
2517,0.21019368
2518,0.4938555
2519,0.15790518
2521,0.11289029
2528,0.5520649
2531,0.5691905
2532,0.027825095
2533,0.099314414
2534,0.07583627
2535,0.21746486
2536,0.3812259
2537,0.12239679
2541,0.71430385
2543,0.018336315
2544,0.5850831
2546,0.4577271
2547,0.7082199
2549,0.24983989
2551,0.2309226
2552,0.4894592
2555,0.5840725
2556,0.013023866
2557,0.17470492
2558,0.1713869
2559,0.0917074
2564,0.9033542
2565,0.7315704
2569,0.021031082
2572,0.030643165
2574,0.47749123
2575,0.038298734
2576,0.02293312
2579,0.02374047
2583,0.400639
2584,0.06772356
2586,0.29336286
2588,0.24454273
2591,0.031488966
2592,0.2589793
2596,0.013429069
2597,0.058116022
2600,0.065145805
2601,0.010546891
2603,0.015104042
2606,0.008252559
2610,0.90537596
2611,0.10727071
2612,0.08068394
2614,0.5185572
2615,0.107457824
2618,0.66319525
2619,0.82123065
2620,0.026442725
2621,0.5603894
2624,0.009785059
2633,0.062176052
2634,0.22464998
2637,0.014784171
2640,0.040813457
2642,0.2534869
2643,0.77746624
2644,0.17247336
2646,0.15481952
2648,0.4640821
2649,0.06990235
2650,0.019079627
2652,0.023457125
2654,0.21393777
2656,0.19364595
2658,0.022296526
2659,0.012236981
2660,0.19869396
2662,0.0503173
2665,0.020736437
2667,0.33944505
2673,0.69023085
2676,0.24319337
2679,0.0124204215
2680,0.5630507
2681,0.094140634
2685,0.012740827
2688,0.32473874
2692,0.08154329
2694,0.2877924
2696,0.08944243
2699,0.014410137
2701,0.014585539
2705,0.01817997
2706,0.41994584
2707,0.84962004
2708,0.33229053
2709,0.5281543
2712,0.3702894
2719,0.39961022
2720,0.2824994
2723,0.42816576
2725,0.17320457
2727,0.01857426
2729,0.39499572
2731,0.8720159
2733,0.08513101
2736,0.04338164
2737,0.021338016
2739,0.47265786
2741,0.20674916
2743,0.61933386
2744,0.19707103
2746,0.041113723
2747,0.0870651
2748,0.26506704
2751,0.4967825
2753,0.038528923
2754,0.84604573
2759,0.046897084
2760,0.24694741
2761,0.024214601
2763,0.24417628
2764,0.061990894
2765,0.09522892
2771,0.46980295
2772,0.018940844
2775,0.01233699
2776,0.020698272
2777,0.42184886
2780,0.008384452
2781,0.023106473
2782,0.30360734
2784,0.49811268
2785,0.011281445
2786,0.6016247
2787,0.4296787
2791,0.14361322
2794,0.09709622
2795,0.04635647
2798,0.061719824
2801,0.027565744
2802,0.40569863
2803,0.5898479
2804,0.06268165
2806,0.64774173
2809,0.45769343
2810,0.017673904
2812,0.2122526
2814,0.11391858
2816,0.1308119
2817,0.008052974
2819,0.040413413
2820,0.29586464
2821,0.6153251
2824,0.016473968
2826,0.011526884
2827,0.8042162
2831,0.21200408
2832,0.042100552
2834,0.08566596
2835,0.25260934
2837,0.32811478
2838,0.035946827
2839,0.24279505
2840,0.35039568
2841,0.76873434
2842,0.021800714
2844,0.06615469
2845,0.90204304
2847,0.16308106
2849,0.17625216
2853,0.9128887
2854,0.3114335
2855,0.02455359
2857,0.031115998
2859,0.4327477
2861,0.57803565
2862,0.07675699
2864,0.12168726
2866,0.11885827
2872,0.034220144
2873,0.3844732
2874,0.34187555
2875,0.045008276
2879,0.8388937
2883,0.22177745
2885,0.18263784
2886,0.050608262
2895,0.68148404
2896,0.16419856
2897,0.85527605
2898,0.6960567
2900,0.028151548
2901,0.1712897
2903,0.01704777
2905,0.016853327
2906,0.054466415
2908,0.6209961
2909,0.3038218
2910,0.19366738
2913,0.011796949
2915,0.68963236
2917,0.0126218945
2918,0.38675547
2920,0.019706389
2923,0.016303534
2924,0.025203403
2927,0.5606085
2928,0.025728786
2930,0.024729876
2931,0.85313034
2932,0.09380838
2933,0.02607275
2935,0.030778132
2937,0.38320604
2939,0.019063273
2940,0.15089041
2942,0.21808137
2943,0.014967003
2944,0.79509735
2945,0.42584825
2947,0.32982916
2948,0.054247428
2950,0.37888727
2951,0.033342626
2954,0.087505676
2955,0.017857224
2956,0.73216426
2957,0.025966449
2959,0.026238581
2960,0.5255449
2962,0.54693687
2964,0.25371316
2965,0.2531312
2967,0.017673904
2968,0.46021658
2970,0.43596694
2972,0.017007697
2975,0.6307376
2976,0.024041343
2979,0.4774781
2981,0.08886275
2984,0.009681873
2987,0.6283596
2989,0.051843215
2990,0.16531505
2991,0.8841835
2994,0.033507
2998,0.028137624
3000,0.8125166
3002,0.55258644
3004,0.20187691
3013,0.024468798
3016,0.070029765
3018,0.36080265
3019,0.044678926
3022,0.23763207
3023,0.13403656
3025,0.16224323
3028,0.030078512
3029,0.04335148
3031,0.4767544
3032,0.13796665
3036,0.55958366
3038,0.16539729
3039,0.33229408
3041,0.012718995
3043,0.019935956
3047,0.2656461
3050,0.07086096
3053,0.48706934
3054,0.6614328
3055,0.87086844
3056,0.46728256
3060,0.6810613
3066,0.559608
3067,0.055066653
3069,0.18792427
3070,0.51249546
3071,0.02527205
3072,0.019671664
3073,0.2636824
3074,0.40379575
3075,0.33875665
3076,0.040468223
3079,0.06631747
3083,0.009101364
3084,0.0354773
3090,0.35701242
3092,0.121452294
3094,0.022373583
3099,0.03079623
3100,0.7157947
3102,0.086158045
3104,0.8143456
3106,0.52341783
3109,0.36992723
3110,0.42337516
3115,0.047664523
3122,0.06390943
3124,0.09288177
3128,0.16908728
3129,0.0719097
3131,0.27283382
3132,0.0145690655
3137,0.021613311
3139,0.021195306
3140,0.033677302
3142,0.20951791
3145,0.14324813
3146,0.30574262
3149,0.064085536
3152,0.20021409
3153,0.13349897
3155,0.22466701
3160,0.15950607
3163,0.64699924
3166,0.591234
3167,0.69613004
3168,0.08789405
3169,0.09641326
3172,0.042667754
3173,0.035614442
3174,0.18851268
3176,0.13656776
3178,0.8374826
3179,0.41081008
3181,0.58651793
3186,0.4361915
3187,0.810351
3188,0.030514795
3193,0.07877028
3195,0.5955734
3200,0.24301639
3201,0.14494102
3202,0.29210293
3203,0.51338214
3206,0.01900698
3207,0.015054191
3209,0.014938522
3210,0.3530654
3211,0.019606879
3213,0.6150536
3214,0.46420923
3215,0.6511131
3222,0.020755427
3224,0.01863761
3225,0.06411139
3230,0.08130535
3231,0.007975626
3232,0.8083329
3233,0.044640608
3239,0.40735903
3241,0.5807279
3242,0.38806662
3245,0.57248324
3246,0.6092255
3248,0.18349893
3250,0.23001719
3251,0.30716032
3252,0.17076845
3254,0.51867855
3255,0.017802807
3257,0.21544667
3258,0.19830383
3261,0.048740648
3262,0.16325243
3266,0.21387559
3267,0.04448724
3270,0.30672652
3271,0.015916359
3273,0.04306169
3274,0.11146668
3276,0.014550443
3277,0.027181346
3278,0.16145736
3281,0.038021
3282,0.070582174
3283,0.69659233
3284,0.011998473
3285,0.5795033
3289,0.08780887
3290,0.052715044
3295,0.5938889
3296,0.033808425
3298,0.4566745
3300,0.5851109
3302,0.75445455
3304,0.0171938
3307,0.0757627
3309,0.9128506
3310,0.04142006
3312,0.55927056
3313,0.042121336
3314,0.10770011
3315,0.5745278
3316,0.5276088
3318,0.043451943
3321,0.4876025
3322,0.42161494
3327,0.23804763
3328,0.45392576
3330,0.012974996
3332,0.041326854
3335,0.024643952
3336,0.19473733
3338,0.011156764
3344,0.25500467
3345,0.2508031
3352,0.06989522
3354,0.6213328
3355,0.10009215
3358,0.8515715
3359,0.31729636
3361,0.024224816
3363,0.11623579
3364,0.48060596
3366,0.008507783
3367,0.015466661
3368,0.076279774
3369,0.020112546
3372,0.73970836
3373,0.25408256
3375,0.015495405
3379,0.05199717
3380,0.021668278
3382,0.36768422
3384,0.613029
3387,0.34829706
3391,0.26640615
3392,0.4896328
3393,0.38674766
3394,0.7961055
3398,0.046715125
3400,0.018507214
3402,0.43805674
3403,0.5943998
3404,0.18703413
3405,0.5606779
3408,0.017482204
3409,0.017673904
3412,0.27947545
3415,0.42838556
3416,0.047188498
3418,0.2879708
